"Sample Date","Location History ID","Parameter","Water Layer (m)","Fraction","Results","Units"
"2018-07-15","0704CAN0286_CSL1","nitrate_nitrite","epilimnion","TOTAL","129","ug/L"
"2018-07-15","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","","3.04","RFU"
"2018-07-15","0704CAN0286_CSL1","TEMPERATURE","hypolimnion","","21","celsius"
"2018-07-15","0704CAN0286_CSL1","DEPTH, SECCHI DISK DEPTH","not applicable","","5.65","meters"
"2018-07-15","0704CAN0286_CSL1","NITROGEN, TOTAL","epilimnion","TOTAL","0.439","mg/L"
"2018-07-15","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","epilimnion","DISSOLVED","0.0034","mg/L"
"2018-07-15","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","hypolimnion","","1.07","ug/L"
"2018-07-15","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","0","ug/L"
"2018-07-15","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","hypolimnion","DISSOLVED","0.002","mg/L"
"2018-07-15","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","epilimnion","","0","ug/L"
"2018-07-15","0704CAN0286_CSL1","SPECIFIC CONDUCTANCE","epilimnion","","411","uS/cm"
"2018-07-15","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","hypolimnion","","0.591","ug/L"
"2018-07-15","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","0","ug/L"
"2018-07-15","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","1.86","ug/L"
"2018-07-15","0704CAN0286_CSL1","CHLOROPHYLL A","hypolimnion","","1.71","RFU"
"2018-07-15","0704CAN0286_CSL1","chlorophyll-a-concentration_total","epilimnion","","0.5","ug/L"
"2018-07-15","0704CAN0286_CSL1","dissolved_organic_carbon","hypolimnion","DISSOLVED","3400","ug/L"
"2018-07-29","0704CAN0286_CSL1","SPECIFIC CONDUCTANCE","epilimnion","","421","uS/cm"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","0.259","ug/L"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","0.7","ug/L"
"2018-07-29","0704CAN0286_CSL1","total_dissolved_nitrogen","hypolimnion","DISSOLVED","0.453","mg/L"
"2018-07-29","0704CAN0286_CSL1","dissolved_organic_carbon","hypolimnion","DISSOLVED","4300","ug/L"
"2018-07-29","0704CAN0286_CSL1","CHLOROPHYLL A","hypolimnion","","2.25","RFU"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_total","epilimnion","","0.7","ug/L"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","1.18","ug/L"
"2018-07-29","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","hypolimnion","DISSOLVED","0.0053","mg/L"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","0","ug/L"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","0.892","ug/L"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","hypolimnion","","0.185","ug/L"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","hypolimnion","","0.51","ug/L"
"2018-07-29","0704CAN0286_CSL1","CHLORIDE","epilimnion","TOTAL","46.2","mg/L"
"2018-07-29","0704CAN0286_CSL1","TEMPERATURE","epilimnion","","26","celsius"
"2018-07-29","0704CAN0286_CSL1","uv_254","hypolimnion","TOTAL","5.36","1/cm"
"2018-07-29","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","epilimnion","TOTAL","0.0044","mg/L"
"2018-07-29","0704CAN0286_CSL1","NITROGEN, TOTAL","hypolimnion","TOTAL","0.46","mg/L"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","hypolimnion","","1.43","ug/L"
"2018-07-29","0704CAN0286_CSL1","total_dissolved_nitrogen","epilimnion","DISSOLVED","0.456","mg/L"
"2018-07-29","0704CAN0286_CSL1","PH","epilimnion","","7.92","pH units"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","epilimnion","","0.011","ug/L"
"2018-07-29","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","","2.34","RFU"
"2018-07-29","0704CAN0286_CSL1","nitrate_nitrite","epilimnion","TOTAL","67","ug/L"
"2018-07-29","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","TOTAL","1.5","ug/L"
"2018-07-29","0704CAN0286_CSL1","DEPTH, SECCHI DISK DEPTH","not applicable","","6.35","meters"
"2018-07-29","0704CAN0286_CSL1","TEMPERATURE","hypolimnion","","22.5","celsius"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","hypolimnion","","0.124","ug/L"
"2018-07-29","0704CAN0286_CSL1","NITROGEN, AMMONIA (AS N)","epilimnion","TOTAL","0.005","mg/L"
"2018-07-29","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","0","ug/L"
"2018-07-29","0704CAN0286_CSL1","NITROGEN, TOTAL","epilimnion","TOTAL","0.426","mg/L"
"2018-07-29","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","epilimnion","DISSOLVED","0.0015","mg/L"
"2018-07-29","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","hypolimnion","TOTAL","0.0051","mg/L"
"2018-08-12","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","","3.03","RFU"
"2018-08-12","0704CAN0286_CSL1","total_dissolved_nitrogen","epilimnion","DISSOLVED","0.303","mg/L"
"2018-08-12","0704CAN0286_CSL1","SPECIFIC CONDUCTANCE","epilimnion","","420","uS/cm"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","hypolimnion","","0.69","ug/L"
"2018-08-12","0704CAN0286_CSL1","PH","epilimnion","","7.91","pH units"
"2018-08-12","0704CAN0286_CSL1","uv_254","hypolimnion","TOTAL","2.84","1/cm"
"2018-08-12","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","epilimnion","TOTAL","0.0079","mg/L"
"2018-08-12","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","hypolimnion","DISSOLVED","0.0032","mg/L"
"2018-08-12","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","hypolimnion","TOTAL","0.0052","mg/L"
"2018-08-12","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","epilimnion","DISSOLVED","0.0033","mg/L"
"2018-08-12","0704CAN0286_CSL1","CHLOROPHYLL A","hypolimnion","","2.68","RFU"
"2018-08-12","0704CAN0286_CSL1","total_dissolved_nitrogen","hypolimnion","DISSOLVED","0.408","mg/L"
"2018-08-12","0704CAN0286_CSL1","TRUE COLOR","epilimnion","TOTAL","6","color units"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","hypolimnion","","0.758","ug/L"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_total","epilimnion","","0.8","ug/L"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","0.7","ug/L"
"2018-08-12","0704CAN0286_CSL1","DEPTH, SECCHI DISK DEPTH","not applicable","","5.55","meters"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","hypolimnion","","0.928","ug/L"
"2018-08-12","0704CAN0286_CSL1","TEMPERATURE","epilimnion","","26","celsius"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","0.475","ug/L"
"2018-08-12","0704CAN0286_CSL1","NITROGEN, TOTAL","hypolimnion","TOTAL","0.403","mg/L"
"2018-08-12","0704CAN0286_CSL1","orthophosphate","hypolimnion","DISSOLVED","7e-04","mg/L"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","0","ug/L"
"2018-08-12","0704CAN0286_CSL1","orthophosphate","epilimnion","DISSOLVED","3e-04","mg/L"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","1.02","ug/L"
"2018-08-12","0704CAN0286_CSL1","NITROGEN, AMMONIA (AS N)","epilimnion","TOTAL","0.005","mg/L"
"2018-08-12","0704CAN0286_CSL1","NITROGEN, TOTAL","epilimnion","TOTAL","0.3","mg/L"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","0","ug/L"
"2018-08-12","0704CAN0286_CSL1","TEMPERATURE","hypolimnion","","25","celsius"
"2018-08-12","0704CAN0286_CSL1","dissolved_organic_carbon","hypolimnion","DISSOLVED","2800","ug/L"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","epilimnion","","0.414","ug/L"
"2018-08-12","0704CAN0286_CSL1","nitrate_nitrite","epilimnion","TOTAL","37","ug/L"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","1.13","ug/L"
"2018-08-12","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","hypolimnion","","0.306","ug/L"
"2018-08-27","0704CAN0286_CSL1","NITROGEN, TOTAL","epilimnion","TOTAL","0.336","mg/L"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","hypolimnion","","0.608","ug/L"
"2018-08-27","0704CAN0286_CSL1","CHLOROPHYLL A","hypolimnion","","2.74","RFU"
"2018-08-27","0704CAN0286_CSL1","dissolved_organic_carbon","hypolimnion","DISSOLVED","3000","ug/L"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","hypolimnion","","0","ug/L"
"2018-08-27","0704CAN0286_CSL1","microcystin_lr","epilimnion","","0.14","ug/L"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","1.02","ug/L"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","hypolimnion","","0","ug/L"
"2018-08-27","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","","4.95","RFU"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","1.1","ug/L"
"2018-08-27","0704CAN0286_CSL1","TEMPERATURE","hypolimnion","","17.5","celsius"
"2018-08-27","0704CAN0286_CSL1","NITROGEN, TOTAL","hypolimnion","TOTAL","0.442","mg/L"
"2018-08-27","0704CAN0286_CSL1","TEMPERATURE","epilimnion","","24","celsius"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_total","epilimnion","","1.8","ug/L"
"2018-08-27","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","epilimnion","DISSOLVED","0.0013","mg/L"
"2018-08-27","0704CAN0286_CSL1","PH","epilimnion","","8.42","pH units"
"2018-08-27","0704CAN0286_CSL1","TRUE COLOR","epilimnion","TOTAL","4","color units"
"2018-08-27","0704CAN0286_CSL1","total_dissolved_nitrogen","hypolimnion","DISSOLVED","0.501","mg/L"
"2018-08-27","0704CAN0286_CSL1","CALCIUM","epilimnion","TOTAL","33.3","mg/L"
"2018-08-27","0704CAN0286_CSL1","NITROGEN, AMMONIA (AS N)","epilimnion","TOTAL","0.005","mg/L"
"2018-08-27","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","TOTAL","2.7","ug/L"
"2018-08-27","0704CAN0286_CSL1","nitrate_nitrite","epilimnion","TOTAL","35","ug/L"
"2018-08-27","0704CAN0286_CSL1","uv_254","hypolimnion","TOTAL","4.03","1/cm"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","0.6","ug/L"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","epilimnion","","1.4","ug/L"
"2018-08-27","0704CAN0286_CSL1","microcystin","epilimnion","","0.139","ug/L"
"2018-08-27","0704CAN0286_CSL1","orthophosphate","epilimnion","DISSOLVED","3e-04","mg/L"
"2018-08-27","0704CAN0286_CSL1","orthophosphate","hypolimnion","DISSOLVED","3e-04","mg/L"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","0.917","ug/L"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","0","ug/L"
"2018-08-27","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","hypolimnion","DISSOLVED","0.0032","mg/L"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","hypolimnion","","2.13","ug/L"
"2018-08-27","0704CAN0286_CSL1","total_dissolved_nitrogen","epilimnion","DISSOLVED","0.349","mg/L"
"2018-08-27","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","hypolimnion","TOTAL","0.0048","mg/L"
"2018-08-27","0704CAN0286_CSL1","SPECIFIC CONDUCTANCE","epilimnion","","443","uS/cm"
"2018-08-27","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","1.62","ug/L"
"2018-08-27","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","epilimnion","TOTAL","0.0065","mg/L"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","hypolimnion","","0.97","ug/L"
"2018-09-09","0704CAN0286_CSL1","SPECIFIC CONDUCTANCE","epilimnion","","410","uS/cm"
"2018-09-09","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","epilimnion","DISSOLVED","0.0036","mg/L"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","hypolimnion","","2.09","ug/L"
"2018-09-09","0704CAN0286_CSL1","TEMPERATURE","epilimnion","","22","celsius"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","0.6","ug/L"
"2018-09-09","0704CAN0286_CSL1","NITROGEN, TOTAL","hypolimnion","TOTAL","0.971","mg/L"
"2018-09-09","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","","7.94","RFU"
"2018-09-09","0704CAN0286_CSL1","orthophosphate","hypolimnion","DISSOLVED","6e-04","mg/L"
"2018-09-09","0704CAN0286_CSL1","orthophosphate","epilimnion","DISSOLVED","6e-04","mg/L"
"2018-09-09","0704CAN0286_CSL1","NITROGEN, TOTAL","epilimnion","TOTAL","0.516","mg/L"
"2018-09-09","0704CAN0286_CSL1","nitrate_nitrite","epilimnion","TOTAL","13","ug/L"
"2018-09-09","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","hypolimnion","TOTAL","0.0083","mg/L"
"2018-09-09","0704CAN0286_CSL1","CHLOROPHYLL A","hypolimnion","","4.08","RFU"
"2018-09-09","0704CAN0286_CSL1","TEMPERATURE","hypolimnion","","21","celsius"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","2.34","ug/L"
"2018-09-09","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","TOTAL","4.2","ug/L"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","2.76","ug/L"
"2018-09-09","0704CAN0286_CSL1","NITROGEN, AMMONIA (AS N)","epilimnion","TOTAL","0.005","mg/L"
"2018-09-09","0704CAN0286_CSL1","DEPTH, SECCHI DISK DEPTH","not applicable","","3.1","meters"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","epilimnion","","1.12","ug/L"
"2018-09-09","0704CAN0286_CSL1","uv_254","hypolimnion","TOTAL","3.34","1/cm"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","1.72","ug/L"
"2018-09-09","0704CAN0286_CSL1","TRUE COLOR","epilimnion","TOTAL","0.5","color units"
"2018-09-09","0704CAN0286_CSL1","PH","epilimnion","","7.56","pH units"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","hypolimnion","","0.757","ug/L"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_total","epilimnion","","2.9","ug/L"
"2018-09-09","0704CAN0286_CSL1","dissolved_organic_carbon","hypolimnion","DISSOLVED","3000","ug/L"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","0","ug/L"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","0.3","ug/L"
"2018-09-09","0704CAN0286_CSL1","total_dissolved_nitrogen","hypolimnion","DISSOLVED","0.971","mg/L"
"2018-09-09","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","hypolimnion","","0.26","ug/L"
"2018-09-09","0704CAN0286_CSL1","total_dissolved_nitrogen","epilimnion","DISSOLVED","0.492","mg/L"
"2018-09-09","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","epilimnion","TOTAL","0.009","mg/L"
"2018-09-09","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","hypolimnion","DISSOLVED","0.0022","mg/L"
"2018-09-23","0704CAN0286_CSL1","total_dissolved_nitrogen","hypolimnion","DISSOLVED","0.193","mg/L"
"2018-09-23","0704CAN0286_CSL1","NITROGEN, TOTAL","epilimnion","TOTAL","0.308","mg/L"
"2018-09-23","0704CAN0286_CSL1","dissolved_organic_carbon","hypolimnion","DISSOLVED","3800","ug/L"
"2018-09-23","0704CAN0286_CSL1","NITROGEN, TOTAL","hypolimnion","TOTAL","0.211","mg/L"
"2018-09-23","0704CAN0286_CSL1","DEPTH, SECCHI DISK DEPTH","not applicable","","3.65","meters"
"2018-09-23","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","","5.99","RFU"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","2.64","ug/L"
"2018-09-23","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","TOTAL","3.3","ug/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_total","epilimnion","","3.6","ug/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","epilimnion","","0.907","ug/L"
"2018-09-23","0704CAN0286_CSL1","orthophosphate","epilimnion","DISSOLVED","9e-04","mg/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","0.836","ug/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","hypolimnion","","2.46","ug/L"
"2018-09-23","0704CAN0286_CSL1","NITROGEN, AMMONIA (AS N)","epilimnion","TOTAL","0.014","mg/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","hypolimnion","","0.599","ug/L"
"2018-09-23","0704CAN0286_CSL1","uv_254","hypolimnion","TOTAL","5.13","1/cm"
"2018-09-23","0704CAN0286_CSL1","orthophosphate","hypolimnion","DISSOLVED","9e-04","mg/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","1.2","ug/L"
"2018-09-23","0704CAN0286_CSL1","TEMPERATURE","hypolimnion","","19","celsius"
"2018-09-23","0704CAN0286_CSL1","total_dissolved_nitrogen","epilimnion","DISSOLVED","0.327","mg/L"
"2018-09-23","0704CAN0286_CSL1","CHLOROPHYLL A","hypolimnion","","6.17","RFU"
"2018-09-23","0704CAN0286_CSL1","PH","epilimnion","","7.63","pH units"
"2018-09-23","0704CAN0286_CSL1","TRUE COLOR","epilimnion","TOTAL","5","color units"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","0.4","ug/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","0","ug/L"
"2018-09-23","0704CAN0286_CSL1","SPECIFIC CONDUCTANCE","epilimnion","","358","uS/cm"
"2018-09-23","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","hypolimnion","DISSOLVED","0.004","mg/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","1.6","ug/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","hypolimnion","","1.37","ug/L"
"2018-09-23","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","hypolimnion","TOTAL","0.0064","mg/L"
"2018-09-23","0704CAN0286_CSL1","nitrate_nitrite","epilimnion","TOTAL","5","ug/L"
"2018-09-23","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","epilimnion","TOTAL","0.0073","mg/L"
"2018-09-23","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","hypolimnion","","1.74","ug/L"
"2018-09-23","0704CAN0286_CSL1","TEMPERATURE","epilimnion","","20","celsius"
"2018-09-23","0704CAN0286_CSL1","CHLORIDE","epilimnion","TOTAL","45","mg/L"
"2018-09-23","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","epilimnion","DISSOLVED","0.0046","mg/L"
"2018-10-08","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","epilimnion","TOTAL","0.0071","mg/L"
"2018-10-08","0704CAN0286_CSL1","PHOSPHORUS, TOTAL","hypolimnion","TOTAL","0.0083","mg/L"
"2018-10-08","0704CAN0286_CSL1","TEMPERATURE","hypolimnion","","19","celsius"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","1.34","ug/L"
"2018-10-08","0704CAN0286_CSL1","total_dissolved_nitrogen","hypolimnion","DISSOLVED","0.36","mg/L"
"2018-10-08","0704CAN0286_CSL1","CHLOROPHYLL A","hypolimnion","","6.7","RFU"
"2018-10-08","0704CAN0286_CSL1","total_dissolved_nitrogen","epilimnion","DISSOLVED","0.272","mg/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","hypolimnion","","1.38","ug/L"
"2018-10-08","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","epilimnion","DISSOLVED","0.0035","mg/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_total","epilimnion","","4.2","ug/L"
"2018-10-08","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","","7.85","RFU"
"2018-10-08","0704CAN0286_CSL1","NITROGEN, AMMONIA (AS N)","epilimnion","TOTAL","0.023","mg/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","3.22","ug/L"
"2018-10-08","0704CAN0286_CSL1","orthophosphate","hypolimnion","DISSOLVED","3e-04","mg/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_cyanobacteria_bluegreen","epilimnion","","1.5","ug/L"
"2018-10-08","0704CAN0286_CSL1","NITROGEN, TOTAL","epilimnion","TOTAL","0.337","mg/L"
"2018-10-08","0704CAN0286_CSL1","PHOSPHORUS, DISSOLVED","hypolimnion","DISSOLVED","0.0034","mg/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","hypolimnion","","0.883","ug/L"
"2018-10-08","0704CAN0286_CSL1","TRUE COLOR","epilimnion","TOTAL","4","color units"
"2018-10-08","0704CAN0286_CSL1","DEPTH, SECCHI DISK DEPTH","not applicable","","4.15","meters"
"2018-10-08","0704CAN0286_CSL1","TEMPERATURE","epilimnion","","20","celsius"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","epilimnion","","1.1","ug/L"
"2018-10-08","0704CAN0286_CSL1","CHLOROPHYLL A","epilimnion","TOTAL","2.8","ug/L"
"2018-10-08","0704CAN0286_CSL1","NITROGEN, TOTAL","hypolimnion","TOTAL","0.314","mg/L"
"2018-10-08","0704CAN0286_CSL1","SPECIFIC CONDUCTANCE","epilimnion","","313","uS/cm"
"2018-10-08","0704CAN0286_CSL1","orthophosphate","epilimnion","DISSOLVED","3e-04","mg/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_chlorophyte_green-algae","hypolimnion","","2.14","ug/L"
"2018-10-08","0704CAN0286_CSL1","uv_254","hypolimnion","TOTAL","3.49","1/cm"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","2.45","ug/L"
"2018-10-08","0704CAN0286_CSL1","PH","epilimnion","","8","pH units"
"2018-10-08","0704CAN0286_CSL1","nitrate_nitrite","epilimnion","TOTAL","23","ug/L"
"2018-10-08","0704CAN0286_CSL1","dissolved_organic_carbon","hypolimnion","DISSOLVED","2900","ug/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","hypolimnion","","2.3","ug/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_cryptophyta_cryptophytes","epilimnion","","0.842","ug/L"
"2018-10-08","0704CAN0286_CSL1","chlorophyll-a-concentration_dinophyta_diatoms","epilimnion","","1.5","ug/L"
"2019-05-08","0704CAN0286_CSL1","DEPTH, SECCHI DISK DEPTH","not applicable","","8","meters"
"2019-06-06","0704CAN0286_CSL1","DEPTH, SECCHI DISK DEPTH","not applicable","","9.6","meters"
