"Sample Date","Location History ID","Parameter","Water Layer (m)","Fraction","Results","Units"
"2019-06-06","0704CAN0286_ILC-B","dissolved_oxygen_saturation","32.7","","94","%"
"2019-06-06","0704CAN0286_ILC-B","dissolved_oxygen_saturation","2.3","","105","%"
"2019-06-06","0704CAN0286_ILC-B","PH","7.8","","8.31","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","23.2","","8.17","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","25.4","","8.17","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","23.7","","8.17","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","4.7","","8.31","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","20.7","","8.18","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","13.1","","8.24","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","26.1","","8.16","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","33.7","","8.09","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","17.8","","8.21","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","0.2","","8.31","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","27.3","","8.16","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","21.5","","8.18","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","0.7","","8.31","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","30.9","","8.13","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","5.1","","8.31","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","0","","8.31","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","19.6","","8.2","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","32.7","","8.1","pH units"
"2019-06-06","0704CAN0286_ILC-B","PH","1.8","","8.31","pH units"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","28.4","","0.35","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","3.7","","0.1","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","1.3","","0.09","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","3.2","","0.13","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","32.7","","0.34","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","4.7","","0.12","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","18.7","","0.24","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","20.3","","0.26","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","23.2","","0.32","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","0.2","","0.07","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","4.2","","0.11","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","25.4","","0.33","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","27.3","","0.34","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","0.1","","0.09","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","23.7","","0.38","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","20.3","","0.25","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","1.3","","0.1","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","30.9","","0.35","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","17.8","","0.3","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","17.8","","0.31","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","26.1","","0.29","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","8.5","","0.13","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","10.3","","0.194","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","9.9","","0.16","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","23.2","","0.31","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","3.2","","0.12","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","12","","0.24","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","6.1","","0.1","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","16.9","","0.27","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","27.3","","0.33","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","0.2","","0.06","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","7.8","","0.15","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","33.7","","0.31","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","30.9","","0.36","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","32.7","","0.35","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","10.3","","0.204","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","8.5","","0.12","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","19.6","","0.27","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","0","","0.0982","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","20.4","","0.304","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","33.7","","0.32","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","14.1","","0.24","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","20.4","","0.294","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","19.6","","0.26","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","29.6","","0.33","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","13.1","","0.22","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","13.1","","0.22","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","1.8","","0.1","RFU"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","23.7","","394","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","23.2","","394","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","0.7","","390","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","8.5","","385","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","19.6","","393","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","20.3","","393","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","6.1","","396","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","3.2","","392","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","31.8","","395","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","4.7","","391","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","18.7","","393","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","20.3","","6.01","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","8.5","","10.3","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","5.1","","14.4","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","21.5","","5.72","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","4.7","","14.6","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","10.9","","8.7","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","13.1","","7.96","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","7.8","","11.5","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","28.4","","5.24","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","4.2","","14.8","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","2.3","","15.2","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","6.1","","12.7","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","1.3","","15.4","celsius"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","27.3","","0.19","RFU"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","0.1","","0.61","ug/L"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","5.1","","0.36","RFU"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","7.8","","0.29","RFU"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","31.8","","0.61","ug/L"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","14.1","","1.03","ug/L"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","14.1","","0.28","RFU"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","0","","0.139","RFU"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","0","","0.461","ug/L"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","7.8","","1.07","ug/L"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","28.4","","0.54","ug/L"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","4.2","","0.29","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","4.7","","0.12","RFU"
"2019-06-06","0704CAN0286_ILC-B","SPECIFIC CONDUCTANCE","1.8","","391","uS/cm"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","18.7","","6.2","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","31.8","","5.06","celsius"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","3.2","","15.1","celsius"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","32.7","","0.16","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","14.1","","0.23","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","21.5","","0.31","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","15.4","","0.23","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","5.1","","0.16","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","10.9","","0.27","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","26.1","","0.3","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","12","","0.25","ug/L"
"2019-06-06","0704CAN0286_ILC-B","TEMPERATURE","19.6","","6.11","celsius"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","23.7","","0.37","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","5.1","","0.16","RFU"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","18.7","","0.25","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","3.7","","0.11","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","9.9","","0.17","ug/L"
"2019-06-06","0704CAN0286_ILC-B","PHYCOCYANIN (PROBE)","29.6","","0.32","RFU"
"2019-06-06","0704CAN0286_ILC-B","PH","10.3","","8.26","pH units"
"2019-06-06","0704CAN0286_ILC-B","CHLOROPHYLL A","6.1","","0.32","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","27.1","","0.7","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","31.5","","0.67","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","28.8","","0.21","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","21.4","","0.26","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","9.6","","0.25","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","0.1","","0.75","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","35.7","","0.65","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","20.5","","0.29","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","7.6","","0.33","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","3.4","","0.37","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","14.6","","1.49","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","10.5","","0.26","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","35.7","","0.18","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","24.3","","0.74","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","2.1","","0.99","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","6.6","","0.38","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","5.9","","1.76","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","7","","1.34","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","30.2","","0.77","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","14.6","","0.39","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","5","","1.8","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","24.7","","0.2","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","3.4","","1.4","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","4.5","","0.47","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","10","","0.24","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","6.2","","0.42","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","9.1","","0.26","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","10.9","","0.24","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","23.1","","1.16","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","33.1","","0.74","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","30.8","","0.72","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","1.5","","0.23","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","35.6","","0.65","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","2.4","","1","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","13.7","","1.38","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","22.5","","1.05","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","19.6","","0.31","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","9.1","","0.96","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","7.9","","0.33","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","23.1","","0.31","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","33.1","","0.2","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","0","","0.62","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","13.1","","0.3","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","11.3","","0.27","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","22","","0.29","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","22.5","","0.28","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","3.8","","0.37","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","7.6","","1.27","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","6.9","","0.34","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","33.6","","0.2","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","8.7","","1.19","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","25.3","","0.2","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","5.5","","2.36","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","5.5","","0.61","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","2.1","","0.26","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","7.9","","1.25","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","2.4","","0.27","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","17.9","","1.18","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","18.6","","0.29","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","20.5","","1.09","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","2.8","","1.05","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","22","","1.08","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","0.4","","0.19","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","31.5","","0.18","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","36","","0.18","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","34.7","","0.58","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","29.6","","0.73","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","16.3","","1.33","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","1.5","","0.86","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","34.1","","0.69","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","5","","0.47","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","4.8","","0.46","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","21.4","","1","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","25.3","","0.74","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","0.4","","0.69","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","8.2","","0.32","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","11.9","","1.04","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","4.2","","1.82","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","11.9","","0.28","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","30.2","","0.21","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","23.7","","0.24","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","6.8","","0.37","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","0","","0.17","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","10.5","","0.99","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","0.8","","0.2","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","24.3","","0.2","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","27.1","","0.19","RFU"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","36","","0.68","ug/L"
"2019-07-08","0704CAN0286_ILC-B","CHLOROPHYLL A","7.2","","1.29","ug/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","9.6","","9.95","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","26.7","","11.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","29.6","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","14.6","","10.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","4.2","","9.22","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","18.6","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","33.6","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","8.7","","9.9","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","34.7","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","13.1","","10.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","5.9","","9.23","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","19.6","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","34.1","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","3.4","","9.13","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","31.5","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","9.1","","9.9","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","35.2","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","17.2","","11.2","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","23.7","","11.7","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","6.9","","9.66","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","30.2","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","4.5","","9.22","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","0","","9.07","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","16.3","","11.1","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","13.7","","10.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","10.5","","10.3","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","36","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","4.1","","9.19","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","6.6","","9.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","28.1","","11.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","5","","9.22","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","11.3","","10.3","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","27.6","","11.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","4.8","","9.23","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","28.8","","11.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","17.9","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","24.3","","11.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","7.2","","9.73","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","1.5","","9.1","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","35.7","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","8.2","","9.84","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","11.9","","10.4","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","35.6","","11.5","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","10.9","","10.3","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","27.1","","11.6","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","7.9","","9.77","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","2.1","","9.1","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","6.2","","9.52","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","7","","9.71","mg/L"
"2019-07-08","0704CAN0286_ILC-B","DISSOLVED OXYGEN","0.1","","9.04","mg/L"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","32.3","","90.7","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","34.1","","90.9","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","10.5","","104","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","30.2","","91.3","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","5.5","","105","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","20.5","","98.7","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","13.7","","103","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","4.2","","107","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","17.2","","100","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","6.8","","105","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","4.8","","107","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","10","","104","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","6.2","","105","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","15.5","","100","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","18.6","","101","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","14.6","","101","%"
"2019-07-08","0704CAN0286_ILC-B","dissolved_oxygen_saturation","8.2","","105","%"
